date,product,time,bid,bs,ask,as
,AMETHYSTS,62100,9996,2,10004,2
,STARFRUIT,62100,4982,25,4989,25
,AMETHYSTS,62200,9995,25,10002,3
,STARFRUIT,62200,4981,25,4988,25
,AMETHYSTS,62300,9995,22,10005,22
,STARFRUIT,62300,4982,22,4989,22
,STARFRUIT,62400,4982,25,4987,8
,AMETHYSTS,62400,9996,2,10004,2
,AMETHYSTS,62500,9996,1,10004,1
,STARFRUIT,62500,4984,2,4989,1
,AMETHYSTS,62600,9995,29,10005,29
,STARFRUIT,62600,4984,29,4991,29
,AMETHYSTS,62700,9996,2,10004,2
,STARFRUIT,62700,4984,26,4990,2
,STARFRUIT,62800,4983,26,4984,1
,AMETHYSTS,62800,9995,26,10005,26
,AMETHYSTS,62900,9996,2,9998,4
,STARFRUIT,62900,4984,29,4989,1
,AMETHYSTS,63000,9995,29,10005,29
,STARFRUIT,63000,4983,29,4988,4
,AMETHYSTS,63100,9996,2,10004,2
,STARFRUIT,63100,4984,1,4990,26
,STARFRUIT,63200,4983,28,4990,28
,AMETHYSTS,63200,9995,28,10005,28
,STARFRUIT,63300,4984,32,4990,2
,AMETHYSTS,63300,9996,2,10004,2
,AMETHYSTS,63400,9996,2,10004,2
,STARFRUIT,63400,4988,3,4990,26
,STARFRUIT,63500,4984,2,4990,20
,AMETHYSTS,63500,9998,8,10005,20
,STARFRUIT,63600,4988,1,4990,21
,AMETHYSTS,63600,9995,21,10005,21
,STARFRUIT,63700,4983,8,4989,30
,AMETHYSTS,63700,9996,2,10002,6
,AMETHYSTS,63800,9996,1,10004,1
,STARFRUIT,63800,4982,21,4987,7
,STARFRUIT,63900,4982,21,4987,6
,AMETHYSTS,63900,9995,21,10005,21
,STARFRUIT,64000,4982,30,4989,30
,AMETHYSTS,64000,9998,6,10005,30
,STARFRUIT,64100,4982,27,4989,27
,AMETHYSTS,64100,9995,27,10002,6
,AMETHYSTS,64200,9996,1,10004,1
,STARFRUIT,64200,4982,25,4988,1
,STARFRUIT,64300,4982,23,4989,23
,AMETHYSTS,64300,9998,7,10004,1
,STARFRUIT,64400,4983,4,4989,29
,AMETHYSTS,64400,9998,8,10004,2
,STARFRUIT,64500,4983,2,4987,6
,AMETHYSTS,64500,9998,5,10004,2
,AMETHYSTS,64600,9995,26,10005,26
,STARFRUIT,64600,4982,26,4989,26
,STARFRUIT,64700,4982,28,4989,28
,AMETHYSTS,64700,9995,28,10005,28
,STARFRUIT,64800,4983,2,4989,32
,AMETHYSTS,64800,9996,2,10004,2
,STARFRUIT,64900,4983,2,4987,3
,AMETHYSTS,64900,9996,2,10004,2
,AMETHYSTS,65000,9995,25,9998,1
,STARFRUIT,65000,4983,25,4990,25
,STARFRUIT,65100,4983,25,4989,2
,AMETHYSTS,65100,9996,2,10004,2
,STARFRUIT,65200,4988,1,4990,29
,AMETHYSTS,65200,9998,8,10005,29
,STARFRUIT,65300,4983,21,4988,2
,AMETHYSTS,65300,9995,21,10002,3
,AMETHYSTS,65400,9996,2,10000,3
,STARFRUIT,65400,4983,28,4986,3
,STARFRUIT,65500,4983,9,4989,29
,AMETHYSTS,65500,9996,2,10004,2
,STARFRUIT,65600,4982,20,4989,20
,AMETHYSTS,65600,9998,5,10005,20
,STARFRUIT,65700,4982,29,4989,29
,AMETHYSTS,65700,9995,29,10005,29
,AMETHYSTS,65800,9998,9,10005,20
,STARFRUIT,65800,4982,20,4987,7
,STARFRUIT,65900,4983,6,4989,24
,AMETHYSTS,65900,9996,1,10004,1
,STARFRUIT,66000,4983,2,4989,24
,AMETHYSTS,66000,9998,4,10004,2
,STARFRUIT,66100,4982,27,4989,27
,AMETHYSTS,66100,9996,1,9998,1
,AMETHYSTS,66200,10002,1,10005,20
,STARFRUIT,66200,4985,5,4989,20
,STARFRUIT,66300,4988,1,4989,1
,AMETHYSTS,66300,9996,1,10004,1
,STARFRUIT,66400,4983,21,4990,21
,AMETHYSTS,66400,9995,21,9998,3
,STARFRUIT,66500,4983,2,4989,22
,AMETHYSTS,66500,9996,2,10004,2
,AMETHYSTS,66600,9995,22,10005,22
,STARFRUIT,66600,4982,22,4987,3
,STARFRUIT,66700,4983,27,4990,27
,AMETHYSTS,66700,9998,9,10005,27
,STARFRUIT,66800,4983,30,4990,30
,AMETHYSTS,66800,9995,30,10005,30
,STARFRUIT,66900,4989,1,4991,23
,AMETHYSTS,66900,9998,4,10005,23
,AMETHYSTS,67000,9996,1,10004,1
,STARFRUIT,67000,4984,25,4991,25
,STARFRUIT,67100,4983,23,4990,23
,AMETHYSTS,67100,9995,23,10005,23
,STARFRUIT,67200,4984,1,4990,22
,AMETHYSTS,67200,9996,2,10002,3
,STARFRUIT,67300,4985,1,4991,30
,AMETHYSTS,67300,9995,30,9998,3
,AMETHYSTS,67400,9998,4,10004,1
,STARFRUIT,67400,4983,26,4990,26
,STARFRUIT,67500,4983,20,4990,21
,AMETHYSTS,67500,9995,21,10005,21
,STARFRUIT,67600,4983,27,4990,27
,AMETHYSTS,67600,9996,2,10004,2
,AMETHYSTS,67700,9996,1,10004,1
,STARFRUIT,67700,4984,4,4990,30
,STARFRUIT,67800,4984,8,4990,30
,AMETHYSTS,67800,9998,3,10005,30
,STARFRUIT,67900,4983,25,4990,25
,AMETHYSTS,67900,9995,25,10005,25
,STARFRUIT,68000,4984,23,4991,23
,AMETHYSTS,68000,9996,2,10004,2
,AMETHYSTS,68100,9996,2,10004,2
,STARFRUIT,68100,4984,31,4989,4
,STARFRUIT,68200,4989,1,4990,31
,AMETHYSTS,68200,9996,2,10004,2
,STARFRUIT,68300,4989,1,4990,29
,AMETHYSTS,68300,9996,1,10004,1
,STARFRUIT,68400,4983,28,4990,28
,AMETHYSTS,68400,9996,2,10004,2
,AMETHYSTS,68500,9995,23,10002,5
,STARFRUIT,68500,4984,23,4991,23
,STARFRUIT,68600,4984,24,4990,1
,AMETHYSTS,68600,9996,1,10004,1
,STARFRUIT,68700,4984,1,4990,28
,AMETHYSTS,68700,9996,1,10004,1
,STARFRUIT,68800,4984,22,4991,22
,AMETHYSTS,68800,9995,22,9998,1
,AMETHYSTS,68900,9996,1,10004,1
,STARFRUIT,68900,4990,1,4991,28
,STARFRUIT,69000,4984,30,4991,30
,AMETHYSTS,69000,9996,2,10004,2
,STARFRUIT,69100,4985,31,4986,1
,AMETHYSTS,69100,9998,9,10004,1
,STARFRUIT,69200,4990,1,4992,30
,AMETHYSTS,69200,9996,2,10004,2
,AMETHYSTS,69300,9995,21,9998,1
,STARFRUIT,69300,4990,1,4992,21
,STARFRUIT,69400,4985,26,4992,26
,AMETHYSTS,69400,10002,1,10004,1
,STARFRUIT,69500,4986,6,4992,26
,AMETHYSTS,69500,9998,1,10004,2
,STARFRUIT,69600,4985,22,4992,23
,AMETHYSTS,69600,9995,23,10005,23
,AMETHYSTS,69700,10002,1,10004,1
,STARFRUIT,69700,4985,1,4991,21
,STARFRUIT,69800,4985,1,4991,24
,AMETHYSTS,69800,9996,1,10004,1
,AMETHYSTS,69900,9996,2,10004,2
,STARFRUIT,69900,4985,2,4991,29
,AMETHYSTS,70000,9996,2,10004,2
,STARFRUIT,70000,4985,2,4991,29
,AMETHYSTS,70100,9996,2,10004,2
,STARFRUIT,70100,4984,24,4985,1
,STARFRUIT,70200,4985,22,4991,1
,AMETHYSTS,70200,9996,1,10004,1
,AMETHYSTS,70300,9996,1,9998,2
,STARFRUIT,70300,4985,26,4992,26
,AMETHYSTS,70400,9995,26,10005,26
,STARFRUIT,70400,4984,26,4989,6
,AMETHYSTS,70500,9995,23,10000,3
,STARFRUIT,70500,4984,23,4987,3
,STARFRUIT,70600,4985,6,4991,28
,AMETHYSTS,70600,9996,1,10004,1
,AMETHYSTS,70700,9995,26,10005,26
,STARFRUIT,70700,4983,26,4990,26
,AMETHYSTS,70800,10002,1,10005,27
,STARFRUIT,70800,4983,27,4984,1
,AMETHYSTS,70900,9996,2,10004,2
,STARFRUIT,70900,4983,32,4990,32
,STARFRUIT,71000,4983,30,4990,30
,AMETHYSTS,71000,9996,1,10002,5
,AMETHYSTS,71100,9998,9,10004,1
,STARFRUIT,71100,4983,22,4989,1
,AMETHYSTS,71200,10002,1,10004,1
,STARFRUIT,71200,4983,28,4990,29
,AMETHYSTS,71300,9996,2,10002,4
,STARFRUIT,71300,4984,2,4988,4
,STARFRUIT,71400,4984,26,4990,2
,AMETHYSTS,71400,9996,2,10002,3
,AMETHYSTS,71500,10002,1,10004,2
,STARFRUIT,71500,4984,28,4985,3
,AMETHYSTS,71600,9996,1,9998,3
,STARFRUIT,71600,4984,28,4991,28
,AMETHYSTS,71700,9996,2,10004,2
,STARFRUIT,71700,4984,31,4989,4
,STARFRUIT,71800,4984,27,4990,2
,AMETHYSTS,71800,10002,1,10004,2
,AMETHYSTS,71900,10002,1,10004,1
,STARFRUIT,71900,4984,26,4990,1
,AMETHYSTS,72000,9996,1,10004,1
,STARFRUIT,72000,4984,1,4988,6
,AMETHYSTS,72100,9995,21,10005,21
,STARFRUIT,72100,4983,21,4988,5
,STARFRUIT,72200,4988,3,4991,31
,AMETHYSTS,72200,9996,2,10004,2
,STARFRUIT,72300,4984,23,4991,23
,AMETHYSTS,72300,9996,1,10002,8
,AMETHYSTS,72400,10002,1,10004,2
,STARFRUIT,72400,4985,2,4989,6
,STARFRUIT,72500,4986,9,4992,27
,AMETHYSTS,72500,9996,2,10004,2
,STARFRUIT,72600,4986,2,4991,2
,AMETHYSTS,72600,9996,2,10004,2
,STARFRUIT,72700,4985,23,4992,23
,AMETHYSTS,72700,9995,23,10005,23
,AMETHYSTS,72800,9995,20,10005,20
,STARFRUIT,72800,4984,20,4991,20
,STARFRUIT,72900,4984,24,4991,24
,AMETHYSTS,72900,9998,1,10004,2
,STARFRUIT,73000,4984,21,4989,2
,AMETHYSTS,73000,9996,1,10002,7
,STARFRUIT,73100,4984,31,4990,2
,AMETHYSTS,73100,9996,2,10002,3
,AMETHYSTS,73200,9995,21,10005,21
,STARFRUIT,73200,4984,21,4991,21
,STARFRUIT,73300,4984,1,4990,30
,AMETHYSTS,73300,9996,1,10004,1
,STARFRUIT,73400,4983,30,4988,4
,AMETHYSTS,73400,9995,30,9998,1
,STARFRUIT,73500,4983,25,4990,25
,AMETHYSTS,73500,9996,2,10004,2
,AMETHYSTS,73600,9996,1,10004,1
,STARFRUIT,73600,4982,25,4989,25
,STARFRUIT,73700,4982,24,4989,24
,AMETHYSTS,73700,9995,24,10005,24
,STARFRUIT,73800,4982,24,4987,5
,AMETHYSTS,73800,9995,24,10005,24
,STARFRUIT,73900,4982,30,4983,3
,AMETHYSTS,73900,9995,30,10005,30
,AMETHYSTS,74000,10002,1,10004,2
,STARFRUIT,74000,4982,26,4987,3
,STARFRUIT,74100,4985,6,4989,32
,AMETHYSTS,74100,10000,6,10004,2
,STARFRUIT,74200,4981,22,4988,22
,AMETHYSTS,74200,9996,2,10002,6
,STARFRUIT,74300,4982,7,4988,32
,AMETHYSTS,74300,9996,2,10002,6
,AMETHYSTS,74400,9995,30,10005,30
,STARFRUIT,74400,4981,30,4988,30
,STARFRUIT,74500,4984,3,4988,29
,AMETHYSTS,74500,10000,3,10005,29
,STARFRUIT,74600,4981,29,4988,29
,AMETHYSTS,74600,10002,1,10005,29
,STARFRUIT,74700,4981,32,4988,32
,AMETHYSTS,74700,9996,2,10004,2
,AMETHYSTS,74800,9998,9,10004,1
,STARFRUIT,74800,4982,26,4988,1
,STARFRUIT,74900,4982,31,4988,1
,AMETHYSTS,74900,10002,1,10004,1
,STARFRUIT,75000,4987,1,4988,27
,AMETHYSTS,75000,9995,27,9998,1
,STARFRUIT,75100,4981,30,4988,30
,AMETHYSTS,75100,9995,30,10005,30
,AMETHYSTS,75200,9998,2,10004,2
,STARFRUIT,75200,4986,3,4988,2
,STARFRUIT,75300,4983,1,4989,29
,AMETHYSTS,75300,9996,1,10004,1
,STARFRUIT,75400,4983,31,4989,1
,AMETHYSTS,75400,9996,1,10004,1
,STARFRUIT,75500,4983,6,4989,30
,AMETHYSTS,75500,9996,2,10004,2
,AMETHYSTS,75600,10002,1,10004,2
,STARFRUIT,75600,4983,28,4989,2
,STARFRUIT,75700,4983,27,4988,3
,AMETHYSTS,75700,9996,1,10004,1
,STARFRUIT,75800,4983,1,4989,30
,AMETHYSTS,75800,9998,5,10004,1
,STARFRUIT,75900,4982,21,4989,21
,AMETHYSTS,75900,9995,21,10002,8
,AMETHYSTS,76000,9998,2,10004,2
,STARFRUIT,76000,4983,32,4989,2
,STARFRUIT,76100,4983,21,4989,1
,AMETHYSTS,76100,9996,1,9998,1
,STARFRUIT,76200,4983,22,4990,22
,AMETHYSTS,76200,9996,1,10004,1
,STARFRUIT,76300,4985,6,4991,27
,AMETHYSTS,76300,9995,27,10005,27
,AMETHYSTS,76400,9998,4,10005,28
,STARFRUIT,76400,4984,28,4991,28
,STARFRUIT,76500,4984,6,4990,28
,AMETHYSTS,76500,9996,1,10004,1
,STARFRUIT,76600,4982,30,4989,30
,AMETHYSTS,76600,9996,2,10004,2
,AMETHYSTS,76700,9996,1,10004,1
,STARFRUIT,76700,4982,26,4987,4
,STARFRUIT,76800,4982,25,4989,25
,AMETHYSTS,76800,9995,25,10005,25
,STARFRUIT,76900,4983,24,4984,4
,AMETHYSTS,76900,9998,5,10005,24
,STARFRUIT,77000,4983,27,4990,27
,AMETHYSTS,77000,9996,1,10002,4
,AMETHYSTS,77100,10000,3,10004,1
,STARFRUIT,77100,4987,2,4990,30
,STARFRUIT,77200,4984,1,4988,7
,AMETHYSTS,77200,9996,1,10004,1
,STARFRUIT,77300,4984,24,4991,24
,AMETHYSTS,77300,9996,2,10004,2
,STARFRUIT,77400,4984,30,4991,30
,AMETHYSTS,77400,9995,30,10002,2
,AMETHYSTS,77500,9996,2,10004,2
,STARFRUIT,77500,4984,30,4991,30
,STARFRUIT,77600,4984,5,4990,27
,AMETHYSTS,77600,9996,2,10004,2
,STARFRUIT,77700,4983,26,4990,26
,AMETHYSTS,77700,9995,26,10005,26
,STARFRUIT,77800,4984,26,4989,2
,AMETHYSTS,77800,9996,1,10004,1
,AMETHYSTS,77900,10002,3,10004,2
,STARFRUIT,77900,4984,7,4990,32
,STARFRUIT,78000,4984,7,4990,23
,AMETHYSTS,78000,9995,23,9998,11
,STARFRUIT,78100,4984,23,4985,3
,AMETHYSTS,78100,10002,1,10004,2
,STARFRUIT,78200,4984,27,4989,2
,AMETHYSTS,78200,9998,7,10005,27
,AMETHYSTS,78300,9995,30,10005,30
,STARFRUIT,78300,4984,30,4991,30
,STARFRUIT,78400,4984,26,4989,5
,AMETHYSTS,78400,9995,26,10005,26
,STARFRUIT,78500,4984,23,4990,1
,AMETHYSTS,78500,9998,4,10004,1
,STARFRUIT,78600,4983,22,4990,22
,AMETHYSTS,78600,9995,22,10002,4
,AMETHYSTS,78700,9996,2,9998,1
,STARFRUIT,78700,4983,32,4984,2
,STARFRUIT,78800,4984,4,4990,23
,AMETHYSTS,78800,10002,1,10005,23
,AMETHYSTS,78900,10002,1,10005,26
,STARFRUIT,78900,4988,1,4990,26
,AMETHYSTS,79000,9998,2,10005,28
,STARFRUIT,79000,4983,28,4984,3
,AMETHYSTS,79100,9996,1,10004,1
,STARFRUIT,79100,4982,23,4989,24
,STARFRUIT,79200,4983,21,4985,5
,AMETHYSTS,79200,9996,1,9998,3
,AMETHYSTS,79300,9998,3,10004,1
,STARFRUIT,79300,4983,5,4989,30
,AMETHYSTS,79400,9998,6,10004,2
,STARFRUIT,79400,4982,27,4989,28
,AMETHYSTS,79500,9996,2,10004,2
,STARFRUIT,79500,4982,26,4989,26
,STARFRUIT,79600,4981,25,4988,25
,AMETHYSTS,79600,9995,25,10002,8
,AMETHYSTS,79700,9995,24,10005,24
,STARFRUIT,79700,4981,24,4988,24
,AMETHYSTS,79800,10002,1,10005,21
,STARFRUIT,79800,4981,21,4986,8
,AMETHYSTS,79900,9998,1,10004,1
,STARFRUIT,79900,4981,29,4987,1
,STARFRUIT,80000,4981,2,4987,32
,AMETHYSTS,80000,9996,2,10004,2
,AMETHYSTS,80100,9996,2,10004,2
,STARFRUIT,80100,4985,4,4987,29
,AMETHYSTS,80200,9995,28,10005,28
,STARFRUIT,80200,4980,28,4987,28
,AMETHYSTS,80300,9996,1,10004,1
,STARFRUIT,80300,4981,1,4987,27
,STARFRUIT,80400,4981,26,4988,26
,AMETHYSTS,80400,9996,1,10004,1
,AMETHYSTS,80500,9996,2,10000,6
,STARFRUIT,80500,4981,28,4984,6
,AMETHYSTS,80600,9996,2,10002,9
,STARFRUIT,80600,4985,4,4988,26
,AMETHYSTS,80700,9996,1,10004,1
,STARFRUIT,80700,4981,31,4987,1
,STARFRUIT,80800,4986,1,4987,1
,AMETHYSTS,80800,9996,1,10002,3
,AMETHYSTS,80900,9995,21,10002,5
,STARFRUIT,80900,4982,4,4988,21
,AMETHYSTS,81000,9995,29,10005,29
,STARFRUIT,81000,4980,29,4987,29
,STARFRUIT,81100,4986,1,4987,1
,AMETHYSTS,81100,9996,1,10004,1
,STARFRUIT,81200,4986,1,4987,22
,AMETHYSTS,81200,9995,22,10005,22
,STARFRUIT,81300,4981,1,4987,31
,AMETHYSTS,81300,9996,1,10004,1
,AMETHYSTS,81400,9996,1,10004,1
,STARFRUIT,81400,4981,26,4985,7
,STARFRUIT,81500,4982,6,4988,25
,AMETHYSTS,81500,9996,2,10004,2
,STARFRUIT,81600,4981,26,4988,26
,AMETHYSTS,81600,9996,2,10004,2
,STARFRUIT,81700,4982,6,4988,24
,AMETHYSTS,81700,9996,1,10004,1
,AMETHYSTS,81800,10002,1,10004,2
,STARFRUIT,81800,4981,25,4988,25
,STARFRUIT,81900,4981,30,4988,30
,AMETHYSTS,81900,9996,1,9998,1
,STARFRUIT,82000,4981,22,4988,22
,AMETHYSTS,82000,9995,22,10005,22
,STARFRUIT,82100,4981,27,4988,27
,AMETHYSTS,82100,9996,2,10004,2
,AMETHYSTS,82200,10002,1,10004,2
,STARFRUIT,82200,4982,2,4988,25
,STARFRUIT,82300,4982,2,4988,28
,AMETHYSTS,82300,9996,2,10004,2
,STARFRUIT,82400,4982,1,4988,21
,AMETHYSTS,82400,9996,1,10004,1
,STARFRUIT,82500,4981,22,4988,23
,AMETHYSTS,82500,9996,2,10004,2
,AMETHYSTS,82600,9996,2,10002,8
,STARFRUIT,82600,4981,27,4982,3
,STARFRUIT,82700,4980,22,4987,22
,AMETHYSTS,82700,9998,1,10004,1
,STARFRUIT,82800,4981,2,4987,22
,AMETHYSTS,82800,9996,2,10002,1
,STARFRUIT,82900,4980,21,4987,21
,AMETHYSTS,82900,9995,21,9998,1
,AMETHYSTS,83000,9996,1,10004,1
,STARFRUIT,83000,4981,1,4987,25
,STARFRUIT,83100,4983,4,4988,2
,AMETHYSTS,83100,9996,2,9998,1
,STARFRUIT,83200,4982,27,4988,27
,AMETHYSTS,83200,9996,2,10004,2
,STARFRUIT,83300,4982,26,4989,26
,AMETHYSTS,83300,9996,1,10004,1
,AMETHYSTS,83400,9996,2,10002,8
,STARFRUIT,83400,4982,28,4989,28
,STARFRUIT,83500,4982,27,4989,27
,AMETHYSTS,83500,9996,1,10004,1
,STARFRUIT,83600,4982,23,4988,1
,AMETHYSTS,83600,9996,1,10004,1
,STARFRUIT,83700,4982,24,4989,25
,AMETHYSTS,83700,9996,2,10004,2
,AMETHYSTS,83800,9996,2,10004,2
,STARFRUIT,83800,4983,2,4989,30
,STARFRUIT,83900,4983,27,4990,27
,AMETHYSTS,83900,9995,27,10005,27
,STARFRUIT,84000,4987,1,4989,25
,AMETHYSTS,84000,9996,1,9998,1
,STARFRUIT,84100,4982,21,4988,1
,AMETHYSTS,84100,9996,1,10004,1
,AMETHYSTS,84200,9996,2,10004,2
,STARFRUIT,84200,4982,7,4988,29
,STARFRUIT,84300,4982,32,4989,32
,AMETHYSTS,84300,9998,7,10004,2
,STARFRUIT,84400,4982,20,4989,20
,AMETHYSTS,84400,9995,20,10005,20
,STARFRUIT,84500,4983,4,4989,24
,AMETHYSTS,84500,9998,3,10004,2
,AMETHYSTS,84600,9996,2,9998,1
,STARFRUIT,84600,4988,1,4989,2
,STARFRUIT,84700,4983,30,4989,1
,AMETHYSTS,84700,9996,1,10004,1
,STARFRUIT,84800,4984,3,4989,2
,AMETHYSTS,84800,9996,2,10004,2
,STARFRUIT,84900,4983,29,4988,1
,AMETHYSTS,84900,9995,29,10005,29
,AMETHYSTS,85000,9995,24,9998,1
,STARFRUIT,85000,4982,24,4989,24
,STARFRUIT,85100,4982,26,4989,26
,AMETHYSTS,85100,9996,1,10004,1
,STARFRUIT,85200,4982,24,4989,24
,AMETHYSTS,85200,9996,2,10004,2
,STARFRUIT,85300,4984,2,4989,1
,AMETHYSTS,85300,9996,1,10004,1
,AMETHYSTS,85400,9996,1,10004,1
,STARFRUIT,85400,4983,4,4989,22
,STARFRUIT,85500,4982,30,4988,2
,AMETHYSTS,85500,9996,2,10002,9
,STARFRUIT,85600,4987,4,4989,22
,AMETHYSTS,85600,9996,2,10004,2
,AMETHYSTS,85700,10002,3,10004,1
,STARFRUIT,85700,4982,28,4989,28
,STARFRUIT,85800,4983,30,4986,6
,AMETHYSTS,85800,9998,7,10000,6
,STARFRUIT,85900,4983,1,4989,31
,AMETHYSTS,85900,9996,1,9998,1
,STARFRUIT,86000,4986,5,4989,2
,AMETHYSTS,86000,10000,5,10004,2
,AMETHYSTS,86100,10002,1,10004,1
,STARFRUIT,86100,4983,1,4989,27
,STARFRUIT,86200,4983,1,4984,3
,AMETHYSTS,86200,9996,1,10004,1
,STARFRUIT,86300,4982,28,4989,28
,AMETHYSTS,86300,9998,5,10005,28
,STARFRUIT,86400,4983,4,4989,31
,AMETHYSTS,86400,9996,1,10004,1
,AMETHYSTS,86500,9998,3,10004,1
,STARFRUIT,86500,4983,27,4990,27
,STARFRUIT,86600,4983,25,4988,1
,AMETHYSTS,86600,9995,25,10005,25
,STARFRUIT,86700,4985,1,4987,3
,AMETHYSTS,86700,10000,1,10005,21
,STARFRUIT,86800,4983,25,4989,1
,AMETHYSTS,86800,10002,5,10004,1
,AMETHYSTS,86900,9996,1,10004,1
,STARFRUIT,86900,4987,2,4990,21
,STARFRUIT,87000,4983,22,4989,22
,AMETHYSTS,87000,9995,22,10005,22
,STARFRUIT,87100,4983,4,4989,21
,AMETHYSTS,87100,9996,1,10004,1
,STARFRUIT,87200,4982,28,4989,28
,AMETHYSTS,87200,9996,1,10004,1
,AMETHYSTS,87300,9996,2,10004,2
,STARFRUIT,87300,4983,2,4989,32
,STARFRUIT,87400,4982,28,4983,1
,AMETHYSTS,87400,9996,2,10004,2
,STARFRUIT,87500,4982,30,4989,30
,AMETHYSTS,87500,9995,30,10005,30
,AMETHYSTS,87600,9998,4,10005,23
,STARFRUIT,87600,4982,23,4989,23
,AMETHYSTS,87700,9995,21,10005,21
,STARFRUIT,87700,4982,20,4989,21
,STARFRUIT,87800,4983,27,4990,27
,AMETHYSTS,87800,9998,4,10005,27
,AMETHYSTS,87900,9995,24,10005,24
,STARFRUIT,87900,4982,24,4989,24
,AMETHYSTS,88000,9996,2,10004,2
,STARFRUIT,88000,4983,27,4990,27
,AMETHYSTS,88100,9996,2,9998,1
,STARFRUIT,88100,4984,27,4991,27
,STARFRUIT,88200,4985,8,4991,24
,AMETHYSTS,88200,10002,5,10004,2
,AMETHYSTS,88300,9998,8,10004,1
,STARFRUIT,88300,4985,24,4991,1
,AMETHYSTS,88400,9995,30,10002,6
,STARFRUIT,88400,4985,30,4990,8
,AMETHYSTS,88500,10002,9,10005,28
,STARFRUIT,88500,4985,28,4992,28
,STARFRUIT,88600,4985,23,4986,2
,AMETHYSTS,88600,9995,23,10000,5
,AMETHYSTS,88700,9998,3,10005,25
,STARFRUIT,88700,4985,25,4990,4
,AMETHYSTS,88800,9998,9,10004,2
,STARFRUIT,88800,4985,2,4986,2
,AMETHYSTS,88900,9996,1,10004,1
,STARFRUIT,88900,4984,24,4991,25
,STARFRUIT,89000,4984,22,4989,3
,AMETHYSTS,89000,9996,2,10004,2
,AMETHYSTS,89100,9998,6,10004,1
,STARFRUIT,89100,4984,7,4990,27
,AMETHYSTS,89200,9996,1,10002,2
,STARFRUIT,89200,4984,28,4989,5
,AMETHYSTS,89300,9998,2,10004,2
,STARFRUIT,89300,4984,28,4991,28
,STARFRUIT,89400,4984,20,4991,20
,AMETHYSTS,89400,9998,8,10005,20
,AMETHYSTS,89500,9996,1,10004,1
,STARFRUIT,89500,4984,31,4991,31
,AMETHYSTS,89600,9996,1,10004,1
,STARFRUIT,89600,4984,25,4989,6
,AMETHYSTS,89700,9996,2,10004,2
,STARFRUIT,89700,4985,1,4990,2
,STARFRUIT,89800,4984,23,4991,24
,AMETHYSTS,89800,9998,4,10005,24
,STARFRUIT,89900,4984,23,4991,23
,AMETHYSTS,89900,9995,23,10005,23
,AMETHYSTS,90000,9998,1,10004,1
,STARFRUIT,90000,4984,29,4990,1
,STARFRUIT,90100,4984,8,4990,28
,AMETHYSTS,90100,9996,1,10002,1
,STARFRUIT,90200,4983,4,4989,23
,AMETHYSTS,90200,9995,23,10002,7
,STARFRUIT,90300,4983,2,4989,23
,AMETHYSTS,90300,9998,3,10004,2
,AMETHYSTS,90400,9996,2,10002,4
,STARFRUIT,90400,4983,8,4989,28
,STARFRUIT,90500,4983,26,4990,26
,AMETHYSTS,90500,9998,8,10005,26
,STARFRUIT,90600,4984,1,4990,23
,AMETHYSTS,90600,9996,1,10004,1
,STARFRUIT,90700,4984,26,4991,26
,AMETHYSTS,90700,10002,1,10004,2
,AMETHYSTS,90800,9995,25,10005,25
,STARFRUIT,90800,4984,25,4991,25
,STARFRUIT,90900,4990,1,4992,25
,AMETHYSTS,90900,9995,25,10005,25
,STARFRUIT,91000,4990,1,4991,30
,AMETHYSTS,91000,9995,30,10005,30
,STARFRUIT,91100,4985,23,4991,2
,AMETHYSTS,91100,9996,2,10004,2
,AMETHYSTS,91200,9995,22,10002,2
,STARFRUIT,91200,4985,22,4992,22
,STARFRUIT,91300,4987,3,4993,20
,AMETHYSTS,91300,9995,20,10002,6
,STARFRUIT,91400,4987,1,4993,21
,AMETHYSTS,91400,9996,1,10004,1
,STARFRUIT,91500,4986,23,4993,23
,AMETHYSTS,91500,9998,7,10005,23
,AMETHYSTS,91600,10000,2,10005,27
,STARFRUIT,91600,4989,2,4993,27
,STARFRUIT,91700,4991,1,4993,30
,AMETHYSTS,91700,9996,2,9998,1
,STARFRUIT,91800,4991,1,4993,26
,AMETHYSTS,91800,9995,26,10005,26
,STARFRUIT,91900,4989,3,4993,30
,AMETHYSTS,91900,10000,3,10002,9
,AMETHYSTS,92000,9998,7,10005,28
,STARFRUIT,92000,4985,28,4990,1
,STARFRUIT,92100,4986,28,4993,28
,AMETHYSTS,92100,9995,28,9998,1
,STARFRUIT,92200,4987,1,4993,23
,AMETHYSTS,92200,9996,1,10004,1
,STARFRUIT,92300,4986,26,4993,26
,AMETHYSTS,92300,9996,1,9998,1
,AMETHYSTS,92400,9996,2,10004,2
,STARFRUIT,92400,4986,25,4993,25
,STARFRUIT,92500,4986,23,4993,23
,AMETHYSTS,92500,9995,23,10005,23
,STARFRUIT,92600,4992,1,4993,25
,AMETHYSTS,92600,9996,1,10004,1
,STARFRUIT,92700,4987,4,4993,29
,AMETHYSTS,92700,10002,1,10004,2
,AMETHYSTS,92800,9996,2,10004,2
,STARFRUIT,92800,4986,22,4992,2
,STARFRUIT,92900,4986,1,4992,27
,AMETHYSTS,92900,9998,7,10004,1
,STARFRUIT,93000,4986,7,4992,20
,AMETHYSTS,93000,9995,20,10005,20
,STARFRUIT,93100,4990,3,4992,22
